ID,Title,Instructors,Rating,Level,URL,Duration,Description,Practice Questions,Is Paid,Price (VND)
2756324,The Art of Doing:  Master Networks and Network Scanning,Michael,4.76,Beginner Level,https://www.udemy.com/course/the-art-of-doing-master-networks-and-network-scanning/,9 total hours,"Learn how to set up your own virtual network of Kali Linux computers and investigate various networking options.; Learn various concepts such as IP addresses, netmasks, MAC address, address resolution protocol, arp tables, routing tables, and firewalls.; Learn about port addresses, services such as FTP, SSH, and HTTP, and communication protocols such as TCP and UDP.",0,True,"249,000"
6390301,VMware Cloud Foundation 5.2 Architect Exam VCP-VCF,Certification,4.8333335,All Levels,https://www.udemy.com/course/vmware-cloud-foundation-52-architect-exam-vcp-vcf/,396 questions,Understand the Core Components of VMware Cloud Foundation; Design and Implement VMware Cloud Foundation Solutions; Troubleshoot and Optimize VMware Cloud Foundation Environments,396,True,"229,000"
6070813,Dart Framework API Building Course,Dastagir,4.857143,Intermediate Level,https://www.udemy.com/course/dart-framework-api-building-course/,6.5 total hours,Dart programming language; Dart Vania Framework; Install Vania Dart,0,True,"119,000"
6498567,Amazon Nova: Hands-on learning,Ashish,4.875,All Levels,https://www.udemy.com/course/amazon-nova/,4 total hours,Understand Amazon Nova's Capabilities; Apply Nova Models to Real-World Use Cases; Develop Hands-On Experience with Nova,0,True,"1,990,000"
2621908,Excel 2016 (MOS) 77-727 Exam,Michael,4.75,Intermediate Level,https://www.udemy.com/course/mos-excel-exam-77-727/,3 total hours,How to successfully pass the 77-727 Microsoft Certified Exam in Core Excel and become a Microsoft Office Specialist; The language used on the exam and how to spot keywords; A variety of industry-standard Excel skills,0,True,"1,120,000"
6521073,R Programming for Data Analysis: Fundamentals to Advanced,Abdul,4.8,All Levels,https://www.udemy.com/course/r-programming-for-data-analysis/,3.5 total hours,"Understand R Programming Basics: Grasp the fundamentals of R including syntax, data types, control structures, and functions.; Utilize Key Libraries and Packages: Leverage essential R libraries like dplyr, ggplot2, and tidyr for robust data analysis.; Create Data Visualizations: Develop skills to produce clear, compelling visualizations that help interpret and present data insights.",0,True,"1,400,000"
6011740,Test Automation - Zombies vs Professionals,Mario,4.5625,Beginner Level,https://www.udemy.com/course/test-automation-zombies-vs-professionals/,1 total hour,"Approach test automation like a Professional, NOT a Zombie; What to look out for to avoid slowly becoming a Zombie; Some cool scripting tricks related to emails and data generation",0,True,"499,000"
5559994,Practice exams: MS-102 Microsoft 365 Administrator,Excelevate,4.5,All Levels,https://www.udemy.com/course/practice-exams-ms-102-microsoft-365-administrator-p/,152 questions,Mastery of Exam Content; Improved Test-Taking Strategies; Enhanced Problem-Solving Skills,152,True,"479,000"
3042166,SQL Injection For Beginners,Bluelime Learning,4.5588236,Beginner Level,https://www.udemy.com/course/sql-injection-for-beginners/,1 total hour,Learn how SQL Injection works; Setup a safe local environment to perform SQL Injection; Perform a Boolean based  SQL Injection,0,True,"879,000"
1236626,AWS Certified Solutions Architect - Associate exam-SAA-C03,Alan,4.76,All Levels,https://www.udemy.com/course/aws-solution-architect-associate/,26.5 total hours,"The course helps learners to design, deploy, and manage applications and infrastructure on AWS; Students will learn how these services work together to build fault tolerant and highly available applications; This certification is ideal for individuals who have some experience in AWS and want to advance their skills and knowledge in designing cloud solutions.",130,True,"1,580,000"
5672926,CLCOR (350-801) v1.2 Video Training Series,Kevin,4.79,Intermediate Level,https://www.udemy.com/course/cisco-clcor/,13 total hours,This course is designed to fully prepare you for Cisco’s CLCOR (350-801) v1.2 exam; Fundamentals of Cisco collaboration; Elements of collaboration design,69,True,"1,330,000"
5845246,Recurofy: Learn Recursion and Dynamic Programming,Joseph,4.839286,Intermediate Level,https://www.udemy.com/course/recurofy-learn-recursion-and-dynamic-programming/,2 total hours,Have an intuitive framework that can be used to solve recursive problems you have not seen before; Understand two main ways of thinking about recursive problems: self-similar or decision trees; Know when and how to apply dynamic programming optimization to recursive algorithms,0,True,"699,000"
6137321,Comprehensive ASP .NET Core MVC Practice Test: Skill Mastery,Adil,4.4166665,All Levels,https://www.udemy.com/course/comprehensive-asp-net-core-mvc-practice-test-skill-mastery/,270 questions,Understand the basics of ASP .NET Core MVC architecture; Set up and configure an ASP .NET Core MVC project from scratch.; Create and manage controllers to handle incoming requests.,270,True,"1,370,000"
5243728,Complete Home Network Security Monitoring w/ Security Onion,Benjamin,4.757576,Intermediate Level,https://www.udemy.com/course/complete-home-network-security-monitoring-w-security-onion/,4.5 total hours,Gain hands-on experience with state-of-the-art network analysis software right in your own home; Learn tools to radically increase your knowledge of activity on your network; Learn to setup and deploy advanced network monitoring software in a small network,0,True,"1,610,000"
6485091,Learn Excel Power Query for Beginners,Khosru,4.8333335,Beginner Level,https://www.udemy.com/course/power-query-for-beginners-2025/,1 total hour,Step by step tutorial about Power Query with proper demonstration; Each video is followed by an assignment for your practice; Loading and Transforming Data into Power Query,0,True,"1,640,000"
5223730,From Zero to Crypto: Master Blockchain Basics (2025 Edition),José,4.7674417,Beginner Level,https://www.udemy.com/course/web3-beginners-guide/,44 total mins,"Understand the fundamentals of Web3, including its key components and the principles of decentralization.; Explore the real-world applications and use cases of Web3, such as decentralized finance (DeFi), gaming, and social media.; Comprehend the basics of blockchain technology, including its structure, consensus algorithms, and security mechanisms.",0,True,"569,000"
6384805,Complete Prompt Engineering for Productivity & Business 2025,Vipin,4.75,All Levels,https://www.udemy.com/course/complete-prompt-engineering-guide-v/,12 total hours,"Building Productivity with AI: Discover practical applications of AI to streamline tasks, boost productivity, and solve real-world problems efficiently.; Understand advanced prompt engineering methods.; Creating AI-Generated Content: Learn to generate high-quality text, images, and other content using AI tools for personal, professional, or creative projects.",0,True,"829,000"
6488683,Databricks Certified Data Engineer Associate - Ultimate Prep,Ramesh,4.649091,All Levels,https://www.udemy.com/course/databricks-certified-data-engineer-associate-ultimate-prep/,15.5 total hours,All the topics required to PASS the Databricks Certified Data Engineer Associate Exam; Full Length Practice Exam with Detailed Explanations Included; All 320+ Slides are included as a downloadable PDF,45,True,"1,290,000"
6118425,ITIL 4 DPI Practice Certification Exams (6 tests) 2024,Allal,4.888889,All Levels,https://www.udemy.com/course/itil-4-dpi-practice-certification-exams-6-tests-2024/,695 questions,"Adaptability: allows you to adapt your study plan. If you consistently perform well in certain areas, you can focus on other topics that need attention.; Build Confidence: Scoring well on practice tests boosts your confidence. It alidates your preparation efforts and motiates you to continue studying.; Simulate Real Exam Conditions: Taking practice tests under timed conditions simulates the actual exam experience. It prepares you mentally and physically for th",695,True,"409,000"
6244601,[NEW] Salesforce Certified AI Associate Practice Exam - 2025,Master,4.75,All Levels,https://www.udemy.com/course/new-salesforce-certified-ai-associate-exam-2024/,300 questions,Full Practice Exam with Explanations included!; 5 practice tests; More than 300 questions,300,True,"319,000"
5448436,Master Oracle Database Administration II with 1Z0-083 Exam,Ashhar,4.75,All Levels,https://www.udemy.com/course/master-oracle-database-administration-ii-with-1z0-083-exam/,160 questions,"Database Installation and Configuration: After completing the course, learners will be able to install and configure Oracle Database software on various platfor; Database Management and Performance Tuning: Learners will gain the skills to perform routine database administration tasks, such as managing memory components,; Backup and Recovery Strategies: Students will learn how to develop comprehensive backup and recovery strategies using Oracle Recovery Manager (RMAN), including",160,True,"1,040,000"
6496363,CompTIA AI Prompt+ Basics: 1500+ Q&A and MCQ Exam Practice!!,Mana,4.75,All Levels,https://www.udemy.com/course/comptia-ai-prompt-basics-500-qa-and-mcq-exam-practice/,17 total hours,CompTIA AI Prompt+ Basics..; 1500+ Q&A and MCQ Exam Practice!!; Test your knowledge of AI fundamentals and prompt engineering with curated questions for the AI Prompt+ certification..,0,True,"989,000"
6333327,Learn Power BI Fast: Master Report Creation in Just 5 Hours,A Siva,4.7083335,All Levels,https://www.udemy.com/course/power-bi-a-5-hour-crash-course-for-quick-report-creation/,5.5 total hours,"By the end of this course, you’ll have the skills to create professional-grade Power BI reports and dashboards; You will be able to connect various data sources and visualize your data; Data Cleaning in Power Query Editor",0,True,"919,000"
5056712,Nmap for Ethical Hackers - The Ultimate Hands-On Course,Experts with David; Chris,4.695652,All Levels,https://www.udemy.com/course/getting-started-with-nmap/,3.5 total hours,"Learn to scan networks for active devices and how to analyze scan activity with Wireshark; Enumerate endpoints for open ports and services; Master Host and Server Enumeration, Learning to Identify Service Versions, Operating System, and Common Vulnerabilities",0,True,"1,290,000"
5604706,Writing Parsers in C++ ( for MathExpressions / SQL etc ),Abhishek; Shiwani; Ekta,4.785714,Intermediate Level,https://www.udemy.com/course/parserdev/,7.5 total hours,Writing Parsers; Calculation of Complex mathematical expressions; Parser for SQL Queries,0,True,"1,180,000"
5004060,Build a beautiful Salesforce Portfolio,Seyitbek; Aizhan,4.7,Intermediate Level,https://www.udemy.com/course/build-a-beautiful-salesforce-portfolio/,1 total hour,Use the main features of the Experience Cloud; Create your own project on Experience Cloud; Build Experience Cloud sites,0,True,"1,450,000"
4352622,MikroTik Enterprise Wireless Engineer with LABS,Maher,4.76,All Levels,https://www.udemy.com/course/mikrotik-enterprise-wireless-engineer-with-labs/,7 total hours,Be able to configure wireless network for an enterprise using MikroTik products; Understand everything related to Wireless; Understand the need of MikroTik CAPsMAN and configure it,0,True,"719,000"
5769208,AWS Certified SysOps Administrator Associate SOA-C02 [2025],Vijay,4.8809524,All Levels,https://www.udemy.com/course/aws-certified-sysops-administrator-associate-soa-c02-2024/,7 total hours,"AWS SysOps Administrator Associate exam with confidence; Master topics you know from a SysOps perspective: EC2, ELB, ASG, RDS & more; A course to help you pass the AWS Certified SysOps Administrator Associate SOA-C02 exam!",0,True,"759,000"
