title,organization,skill_names,rating,level,type,duration,number_of_reviews,url,price
Research Data Management and Sharing,The University of North Carolina at Chapel Hill," Data Management, Leadership and Management, Planning, Clinical Data Management, Data Analysis, Data Warehousing, Databases, Regulations and Compliance, Research and Design, Database Administration",4.7,Mixed , Course , 1 - 3 Months,669,https://www.coursera.org/courses/research-data-management-and-sharing,"339,000"
"Decisions, Decisions: Dashboards and Reports",Google," Business Intelligence, Data Model, Data Visualization, Tableau Software",4.8,Advanced , Course , 1 - 3 Months,428,https://www.coursera.org/courses/decisions-decisions-dashboards-and-reports,"599,000"
Linear Algebra for Data Science Using Python,Howard University," Mathematics, Algebra",3.9,Beginner , Specialization , 3 - 6 Months,28,https://www.coursera.org/specializations/linear-algebra-for-data-science-using-python,"479,000"
Get Started with Python,Google," Computer Programming, Data Visualization, Python Programming",4.8,Advanced , Course , 1 - 3 Months,760,https://www.coursera.org/courses/get-started-with-python,"1,700,000"
Foundations of Business Intelligence,Google," Business Intelligence, Data Analysis, Leadership and Management",4.8,Advanced , Course , 1 - 4 Weeks,783,https://www.coursera.org/courses/foundations-of-business-intelligence,"1,280,000"
Data Analysis Using Pyspark,Coursera Project Network," Data Analysis, Python Programming",4.5,Intermediate , Guided Project , Less Than 2 Hours,278,https://www.coursera.org/guided-projects/data-analysis-using-pyspark,"1,160,000"
Julia for Beginners in Data Science,Coursera Project Network," Data Analysis, Exploratory Data Analysis, Data Science",4.4,Beginner , Guided Project , Less Than 2 Hours,47,https://www.coursera.org/guided-projects/julia-for-beginners-in-data-science,"1,500,000"
Python Data Products for Predictive Analytics,University of California San Diego," Machine Learning, Data Analysis, Machine Learning Algorithms, Probability & Statistics, Regression, Computer Programming, Exploratory Data Analysis, Python Programming, Statistical Programming, Programming Principles, Algorithms, General Statistics, Other Web Frameworks, Statistical Machine Learning, Data Visualization",4.2,Intermediate , Specialization , 3 - 6 Months,232,https://www.coursera.org/specializations/python-data-products-for-predictive-analytics,"869,000"
Materials Data Sciences and Informatics,Georgia Institute of Technology," Data Analysis, Database Application, Statistical Analysis",4.5,Intermediate , Course , 1 - 3 Months,322,https://www.coursera.org/courses/materials-data-sciences-and-informatics,"1,660,000"
Data Visualization & Dashboarding with R,Johns Hopkins University," Data Visualization, R Programming, Statistical Programming, Data Analysis, Data Visualization Software, Computer Programming, Data Structures, Exploratory Data Analysis, Programming Principles, Statistical Visualization, Interactive Data Visualization",4.8,Beginner , Specialization , 3 - 6 Months,358,https://www.coursera.org/specializations/data-visualization--dashboarding-with-r,"1,890,000"
Neuroscience and Neuroimaging,Johns Hopkins University," Statistical Programming, R Programming, Probability & Statistics, Data Management, Data Structures, Data Analysis, Statistical Analysis, Data Visualization, Visualization (Computer Graphics), General Statistics, Research and Design, Experiment, Correlation And Dependence, Mathematical Theory & Analysis, Process Analysis, Spatial Analysis, Spatial Data Analysis, Bioinformatics, Extract, Transform, Load, Computer Programming",4.6,Intermediate , Specialization , 3 - 6 Months,3100,https://www.coursera.org/specializations/neuroscience-and-neuroimaging,"1,970,000"
SQL: A Practical Introduction for Querying Databases,IBM," Computational Thinking, Data Analysis, Data Analysis Software, Data Management, Data Structures, Database Administration, Database Theory, Databases, Professional Development, Python Programming, SQL",4.6,Beginner , Course , 1 - 3 Months,190,https://www.coursera.org/courses/sql-a-practical-introduction-for-querying-databases,"1,350,000"
تحليلات البيانات من Google,Google," Computer Programming, Problem Solving, Python Programming, Programming Principles, Computer Programming Tools, Algebra, Computational Thinking, Exploratory Data Analysis, Mathematics, Data Analysis, Process Analysis, Differential Equations, Theoretical Computer Science, Critical Thinking, Data Analysis Software, Data Visualization, Databases, Decision Making, People Analysis, SQL, Communication",4.7,Beginner , Professional Certificate , 3 - 6 Months,171,https://www.coursera.org/professional-certificates/google,"1,920,000"
"GIS, Mapping, and Spatial Analysis",University of Toronto," ArcGIS, Data Analysis, Data Visualization, Geovisualization, Spatial Analysis, Spatial Data Analysis, GIS Software, Data Analysis Software, Data Visualization Software, Data Management, Databases, Geostatistics, Statistical Analysis, Mergers & Acquisitions",4.9,Beginner , Specialization , 3 - 6 Months,2700,https://www.coursera.org/specializations/gis-mapping-and-spatial-analysis,"1,290,000"
SAS Visual Business Analytics,SAS," Data Analysis, Data Visualization, SAS (Software), Business Analysis, Interactive Data Visualization, Data Analysis Software, Data Management, Statistical Programming, Statistical Visualization, Data Visualization Software, Business Intelligence, Exploratory Data Analysis, Data Structures, Statistical Analysis, Visualization (Computer Graphics), Basic Descriptive Statistics, Computer Graphics, Network Analysis, Algorithms, Forecasting",4.7,Beginner , Professional Certificate , 3 - 6 Months,1100,https://www.coursera.org/professional-certificates/sas-visual-business-analytics,"1,450,000"
Python for Genomic Data Science,Johns Hopkins University," Python Programming, Computer Programming, Bioinformatics",4.3,Mixed , Course , 1 - 4 Weeks,1700,https://www.coursera.org/courses/python-for-genomic-data-science,"1,770,000"
Estadística y probabilidad,Universidad Nacional Autónoma de México," General Statistics, Probability & Statistics, Probability Distribution, Basic Descriptive Statistics, Statistical Tests, Statistical Visualization, Data Analysis, Statistical Analysis, Data Visualization, Mathematics",4.6,Beginner , Course , 1 - 4 Weeks,1500,https://www.coursera.org/courses/estadstica-y-probabilidad,"1,170,000"
Introduction to Clinical Data Science,University of Colorado System," Clinical Data Management, Data Analysis, Data Management, Data Analysis Software, Databases, Leadership and Management, SQL",4.6,Intermediate , Course , 1 - 4 Weeks,387,https://www.coursera.org/courses/introduction-to-clinical-data-science,"1,040,000"
Python 3 Programming,University of Michigan," Python Programming, Computer Programming, Problem Solving",4.7,Beginner , Specialization , 3 - 6 Months,21000,https://www.coursera.org/specializations/python-3-programming,"139,000"
Data Analysis Using Python,University of Pennsylvania," Data Analysis, Python Programming, Computer Programming, Data Analysis Software, Data Management, Data Structures, Data Visualization, Exploratory Data Analysis, Programming Principles, Problem Solving, Data Science",4.5,Beginner , Course , 1 - 4 Weeks,369,https://www.coursera.org/courses/data-analysis-using-python,"1,820,000"
The Nature of Data and Relational Database Design,"University of California, Irvine"," Data Model, Databases, Data Management, Database Design, Extract, Transform, Load, Business Analysis, Business Intelligence, Data Analysis, Data Structures, SQL, Basic Descriptive Statistics, Statistical Analysis",4.5,Beginner , Course , 1 - 4 Weeks,87,https://www.coursera.org/courses/the-nature-of-data-and-relational-database-design,"1,130,000"
Virtual Reality,University of London," Virtual Reality, Human Computer Interaction, Computer Graphics, Interactive Design, User Experience, User Experience Design, Visualization (Computer Graphics), Computer Graphic Techniques, Visual Design, Graphic Design, Critical Thinking, Graphics Software, Human Learning, Scientific Visualization, Computer Programming",4.7,Beginner , Specialization , 3 - 6 Months,2000,https://www.coursera.org/specializations/virtual-reality,"679,000"
R Programming,Johns Hopkins University," Computational Thinking, Computer Programming, Computer Programming Tools, Critical Thinking, Data Analysis, Data Structures, Problem Solving, Programming Principles, R Programming, Statistical Programming, General Statistics",4.5,Intermediate , Course , 1 - 4 Weeks,22000,https://www.coursera.org/courses/r-programming,"769,000"
Understanding Medical Research: Your Facebook Friend is Wrong,Yale University, General Statistics,4.9,Beginner , Course , 1 - 3 Months,1800,https://www.coursera.org/courses/understanding-medical-research-your-facebook-friend-is-wrong,"249,000"
Essential Causal Inference Techniques for Data Science,Coursera Project Network, Regression,4.5,Beginner , Guided Project , Less Than 2 Hours,33,https://www.coursera.org/guided-projects/essential-causal-inference-techniques-for-data-science,"1,350,000"
Computational Neuroscience,University of Washington," Mathematics, Computer Programming, Mathematical Theory & Analysis, Probability & Statistics, Python Programming, Computational Logic, Data Analysis, Artificial Neural Networks, Linear Algebra, Machine Learning, Human Learning",4.6,Beginner , Course , 1 - 3 Months,1000,https://www.coursera.org/courses/computational-neuroscience,"1,550,000"
The Arts and Science of Relationships: Understanding Human Needs,University of Toronto," Emotional Intelligence, Communication",4.5,Beginner , Course , 1 - 3 Months,1600,https://www.coursera.org/courses/the-arts-and-science-of-relationships-understanding-human-needs,"809,000"
Analytics for Decision Making,University of Minnesota," Data Analysis, Decision Making, Business Analysis, Statistical Analysis, Probability & Statistics, General Statistics, Mathematics, Spreadsheet Software, Mathematical Theory & Analysis, Algebra, Forecasting, Linear Algebra, Microsoft Excel, Plot (Graphics), Probability Distribution, Regression, Leadership and Management, Statistical Machine Learning, Basic Descriptive Statistics, Generally Accepted Accounting Principles (GAAP), Strategy and Operations, Operations Management",4.7,Beginner , Specialization , 3 - 6 Months,182,https://www.coursera.org/specializations/analytics-for-decision-making,"1,620,000"
